OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero,
384;Andina;ANTIOQUIA;San Carlos;5649;Baja;26.7;80.1;28;20/05/2020;1,
972;Andina;ANTIOQUIA;San Francisco;5652;Moderada;21.7;92.5;28;20/05/2020;2,
265;Andina;ANTIOQUIA;San Jerónimo;5656;Baja;4.5;11.3;23;20/05/2020;1,
915;Andina;ANTIOQUIA;San Luis;5660;Moderada;22.8;85.8;28;20/05/2020;2,
238;Andina;ANTIOQUIA;San Pedro De Los Milagros;5664;Baja;5.2;16.8;24;20/05/2020;1,
705;Andina;ANTIOQUIA;San Roque;5670;Moderada;80;106.2;29;20/05/2020;2,
952;Andina;ANTIOQUIA;Santa Bárbara;5679;Baja;5.7;32.6;28;20/05/2020;1,
1075;Andina;ANTIOQUIA;Santa Fe De Antioquia;5042;Baja;11.3;31.3;25;20/05/2020;1,
226;Andina;ANTIOQUIA;Santo Domingo;5690;Moderada;28.7;81.4;28;20/05/2020;2,
665;Andina;ANTIOQUIA;Segovia;5736;Baja;31.7;82.5;28;20/05/2020;1,
1081;Andina;ANTIOQUIA;Sonsón;5756;Moderada;100;76.6;28;20/05/2020;2,
332;Andina;ANTIOQUIA;Sopetrán;5761;Baja;5.1;14.8;25;20/05/2020;1,
434;Andina;ANTIOQUIA;Tarazá;5790;Baja;14.4;42.7;28;20/05/2020;1,
340;Andina;ANTIOQUIA;Titiribí;5809;Baja;16.2;54.8;27;20/05/2020;1,
828;Andina;ANTIOQUIA;Toledo;5819;Baja;17.5;32.9;27;20/05/2020;1,
1065;Andina;ANTIOQUIA;Uramita;5842;Baja;29.9;77.7;28;20/05/2020;1,
166;Andina;ANTIOQUIA;Urrao;5847;Baja;20.1;57.4;26;20/05/2020;1,
330;Andina;ANTIOQUIA;Valdivia;5854;Baja;22.2;49.8;27;20/05/2020;1,
172;Andina;ANTIOQUIA;Venecia;5861;Baja;7.5;54.9;27;20/05/2020;1,
732;Andina;ANTIOQUIA;Vigia Del Fuerte;5873;Baja;40.5;110.2;30;20/05/2020;1,
990;Andina;ANTIOQUIA;Yalí;5885;Baja;31;81.7;30;20/05/2020;1,
658;Andina;ANTIOQUIA;Yarumal;5887;Baja;25;52.1;28;20/05/2020;1,
348;Andina;ANTIOQUIA;Yolombó;5890;Moderada;31.3;82.1;30;20/05/2020;2,
110;Andina;ANTIOQUIA;Zaragoza;5895;Baja;20.4;65;28;20/05/2020;1,
NA;Andina;SANTANDER;Barrancabermeja;68081;Moderada;79;NA;60,3;19/05/2020;2
796;Andina;NORTE DE SANTANDER;Villa Caro;54871;Baja;1.6;50.5;23;20/05/2020;1,
NA;Caribe;LA GUAJIRA;Barrancas;44078;Baja;85;NA;45;19/05/2020;1,
;Andina;ANTIOQUIA;SAN ANDRÉS DE CUERQUÍA;5647;Moderada;;82.1;30;20/05/2020;2,
